,run_step,walk_step,timestamp,count,speed,distance,calorie,uuid,device
0,0,6,2021-07-15 00:15:00,6,1.0833334,4.33,0.25,bJchNUta3A,phone
1,0,8,2021-07-15 00:29:00,8,0.9166667,5.65,0.32999998,bJchNUta3A,phone
2,0,5,2021-07-15 00:30:00,5,0.9166667,3.55,0.19999999,bJchNUta3A,phone
3,0,20,2021-07-15 06:27:00,20,1.1729847,14.759998,0.8,bJchNUta3A,phone
4,0,13,2021-07-15 06:31:00,13,1.0577204,9.38,0.53000003,bJchNUta3A,phone
5,0,7,2021-07-15 06:32:00,7,0.9166667,4.94,0.29,bJchNUta3A,phone
6,0,6,2021-07-15 06:42:00,6,0.9166667,4.23,0.25,bJchNUta3A,phone
7,0,15,2021-07-15 06:49:00,15,1.3888888,12.81,0.81,bJchNUta3A,phone
8,0,19,2021-07-15 06:50:00,20,1.0833334,14.53,0.81,bJchNUta3A,phone
9,0,39,2021-07-15 06:52:00,38,1.25,28.52,1.52,bJchNUta3A,phone
10,0,24,2021-07-15 06:53:00,24,1.4444444,18.23,0.99,VwEPKZE57f,watch
11,0,28,2021-07-15 06:54:00,28,1.4497029,21.591,1.12,VwEPKZE57f,watch
12,0,15,2021-07-15 07:15:00,15,1.6388888,11.84,0.58,VwEPKZE57f,watch
13,0,112,2021-07-15 07:16:00,112,1.4344999,86.07,4.48,bJchNUta3A,phone
14,0,102,2021-07-15 07:16:00,102,1.5,79.74,4.06,VwEPKZE57f,watch
15,0,51,2021-07-15 07:17:00,51,1.3888888,39.21,2.04,bJchNUta3A,phone
16,0,54,2021-07-15 07:17:00,54,1.4444444,41.73,2.1,VwEPKZE57f,watch
17,0,32,2021-07-15 07:18:00,32,1.3725663,24.491,1.31,VwEPKZE57f,watch
18,0,18,2021-07-15 07:20:00,18,2.3055556,15.48,0.63,VwEPKZE57f,watch
19,0,31,2021-07-15 07:21:00,31,1.5316142,24.003,1.289,VwEPKZE57f,watch
20,0,12,2021-07-15 07:22:00,12,1.1666666,8.58,0.55,VwEPKZE57f,watch
21,1,30,2021-07-15 07:23:00,31,1.825328,24.949,1.3,VwEPKZE57f,watch
22,0,58,2021-07-15 07:24:00,58,1.0555556,41.68,2.34,VwEPKZE57f,watch
23,0,47,2021-07-15 07:25:00,47,1.3055556,35.06,1.87,VwEPKZE57f,watch
24,0,41,2021-07-15 07:26:00,41,1.2222222,30.12,1.67,VwEPKZE57f,watch
25,0,20,2021-07-15 07:27:00,20,1.6111112,15.73,0.78,VwEPKZE57f,watch
26,0,39,2021-07-15 07:28:00,39,1.1388888,28.0,1.67,VwEPKZE57f,watch
27,0,86,2021-07-15 07:29:00,86,1.6346697,67.151,3.339,VwEPKZE57f,watch
28,0,75,2021-07-15 07:30:00,75,1.4060321,57.49,3.04,VwEPKZE57f,watch
29,0,5,2021-07-15 07:31:00,5,1.1666666,3.63,0.2,VwEPKZE57f,watch
30,1,52,2021-07-15 07:33:00,53,1.6505947,42.747,2.411,VwEPKZE57f,watch
31,3,0,2021-07-15 07:34:00,3,2.8333333,2.49,0.24,VwEPKZE57f,watch
