,run_step,walk_step,timestamp,count,speed,distance,calorie,uuid,device
0,0,20,2021-07-15 07:03:00,23,1.158873,17.060001,1.1,yvnLQpR7nw,phone
1,0,3,2021-07-15 07:05:00,0,0.0,0.0,0.0,yvnLQpR7nw,phone
2,0,22,2021-07-15 07:06:00,22,1.1304541,16.21,1.05,yvnLQpR7nw,phone
3,0,7,2021-07-15 07:07:00,7,1.2777778,5.12,0.33,yvnLQpR7nw,phone
4,0,7,2021-07-15 08:47:00,7,0.9404457,5.06,0.33,yvnLQpR7nw,phone
5,0,11,2021-07-15 08:48:00,11,1.2031001,8.2300005,0.52000004,yvnLQpR7nw,phone
6,0,7,2021-07-15 08:54:00,7,0.91666675,5.01,0.34,yvnLQpR7nw,phone
7,0,30,2021-07-15 08:55:00,30,1.2171241,22.65,1.4499999,yvnLQpR7nw,phone
8,0,1,2021-07-15 08:56:00,1,1.1111112,0.74,0.05,yvnLQpR7nw,phone
9,0,9,2021-07-15 09:05:00,9,1.2065868,6.7,0.43000004,yvnLQpR7nw,phone
10,0,13,2021-07-15 09:15:00,13,1.2238362,9.66,0.61,yvnLQpR7nw,phone
11,0,16,2021-07-15 09:15:00,16,1.5555556,12.63,0.79,LguJEK3j13,watch
12,0,7,2021-07-15 09:18:00,7,0.9166667,4.98,0.34,yvnLQpR7nw,phone
13,0,25,2021-07-15 09:19:00,25,1.4722222,19.53,1.14,yvnLQpR7nw,phone
14,0,21,2021-07-15 09:19:00,21,1.4166666,16.1,0.97,LguJEK3j13,watch
15,0,24,2021-07-15 09:20:00,24,1.4444444,18.51,1.1,LguJEK3j13,watch
16,0,19,2021-07-15 09:21:00,21,1.2478163,15.76,0.9500001,yvnLQpR7nw,phone
17,0,17,2021-07-15 09:21:00,17,1.25,12.77,0.74,LguJEK3j13,watch
18,0,101,2021-07-15 09:22:00,99,1.456245,76.86998,4.7999983,yvnLQpR7nw,phone
19,0,103,2021-07-15 09:22:00,103,1.5,80.87,4.54,LguJEK3j13,watch
20,0,16,2021-07-15 09:24:00,16,1.1542172,11.792,0.73,LguJEK3j13,watch
21,0,10,2021-07-15 09:47:00,10,2.0,8.35,0.34,LguJEK3j13,watch
22,0,37,2021-07-15 09:50:00,37,1.5,29.05,1.72,yvnLQpR7nw,phone
23,0,37,2021-07-15 09:50:00,37,1.3656218,29.05,1.72,LguJEK3j13,watch
24,0,18,2021-07-15 09:52:00,20,1.4166666,15.49,0.94,yvnLQpR7nw,phone
25,0,17,2021-07-15 09:52:00,23,1.25,16.99,1.06,LguJEK3j13,watch
26,0,41,2021-07-15 09:53:00,47,1.4444444,35.75,2.32,yvnLQpR7nw,phone
27,0,56,2021-07-15 09:53:00,50,1.4444444,39.04,2.25,LguJEK3j13,watch
28,0,36,2021-07-15 09:56:00,36,1.111111,26.63,1.72,yvnLQpR7nw,phone
29,0,31,2021-07-15 09:56:00,31,1.2652923,23.07,1.4,LguJEK3j13,watch
30,0,53,2021-07-15 09:57:00,53,1.4166666,41.06,2.48,yvnLQpR7nw,phone
31,0,53,2021-07-15 09:57:00,53,1.4722222,41.06,2.48,LguJEK3j13,watch
32,0,79,2021-07-15 10:00:00,79,1.3857256,60.870003,3.7899983,yvnLQpR7nw,phone
33,0,68,2021-07-15 10:00:00,68,1.3580828,51.85,3.18,LguJEK3j13,watch
34,0,10,2021-07-15 10:01:00,10,1.1111112,7.4,0.48,yvnLQpR7nw,phone
35,2,25,2021-07-15 10:01:00,27,2.0813482,23.115,1.34,LguJEK3j13,watch
36,0,64,2021-07-15 10:02:00,64,0.9166667,45.98,3.14,yvnLQpR7nw,phone
37,0,92,2021-07-15 10:02:00,92,1.4167122,71.14,4.35,LguJEK3j13,watch
38,0,4,2021-07-15 10:03:00,4,0.9722222,2.89,0.19,yvnLQpR7nw,phone
39,0,5,2021-07-15 10:03:00,5,1.2777778,3.72,0.25,LguJEK3j13,watch
40,0,36,2021-07-15 10:11:00,36,1.1944444,26.92,1.73,yvnLQpR7nw,phone
41,0,57,2021-07-15 10:11:00,57,1.3005028,43.38,2.55,LguJEK3j13,watch
42,0,52,2021-07-15 10:12:00,59,1.3260722,44.430008,2.8399997,yvnLQpR7nw,phone
43,0,59,2021-07-15 10:12:00,59,1.3898165,45.24,2.67,LguJEK3j13,watch
44,0,67,2021-07-15 10:14:00,67,1.3124332,51.16,3.16,yvnLQpR7nw,phone
45,0,67,2021-07-15 10:14:00,67,1.3333334,51.16,3.16,LguJEK3j13,watch
46,0,42,2021-07-15 10:16:00,42,1.4026653,32.44001,2.0299997,yvnLQpR7nw,phone
47,0,46,2021-07-15 10:16:00,46,1.3888888,35.3,2.04,LguJEK3j13,watch
48,0,31,2021-07-15 10:17:00,31,1.3042192,23.63,1.43,yvnLQpR7nw,phone
49,0,38,2021-07-15 10:17:00,38,1.3932462,29.298,1.771,LguJEK3j13,watch
50,0,10,2021-07-15 10:32:00,10,1.1111112,7.28,0.45,LguJEK3j13,watch
51,0,32,2021-07-15 10:42:00,32,0.9166667,22.78,1.57,yvnLQpR7nw,phone
52,0,31,2021-07-15 10:42:00,31,1.1093602,22.637,1.42,LguJEK3j13,watch
53,0,25,2021-07-15 10:43:00,25,1.3611112,19.22,1.2,yvnLQpR7nw,phone
54,0,25,2021-07-15 10:43:00,25,1.25,19.22,1.2,LguJEK3j13,watch
55,0,34,2021-07-15 10:45:00,34,1.2430103,25.680002,1.6500001,yvnLQpR7nw,phone
56,0,34,2021-07-15 10:45:00,34,1.2222222,25.680002,1.6500001,LguJEK3j13,watch
57,0,7,2021-07-15 10:55:00,7,1.25,5.24,0.32,yvnLQpR7nw,phone
58,0,21,2021-07-15 11:01:00,21,1.6403958,16.92,0.9000001,yvnLQpR7nw,phone
59,0,25,2021-07-15 11:01:00,25,1.4722222,19.26,1.08,LguJEK3j13,watch
60,0,25,2021-07-15 11:03:00,25,1.2657588,18.699999,1.18,yvnLQpR7nw,phone
61,0,25,2021-07-15 11:03:00,25,1.4166666,18.699999,1.18,LguJEK3j13,watch
62,0,12,2021-07-15 11:26:00,12,1.25,8.72,0.63,LguJEK3j13,watch
63,0,40,2021-07-15 11:29:00,40,1.3611112,30.39,1.88,yvnLQpR7nw,phone
64,0,12,2021-07-15 11:29:00,12,1.1388888,8.68,0.53,LguJEK3j13,watch
65,0,3,2021-07-15 11:30:00,3,1.3333334,2.29,0.15,yvnLQpR7nw,phone
66,0,3,2021-07-15 11:30:00,3,1.1666666,2.29,0.15,LguJEK3j13,watch
67,0,25,2021-07-15 11:33:00,25,1.111111,18.38,1.2,yvnLQpR7nw,phone
68,0,17,2021-07-15 11:33:00,17,1.4166666,13.05,0.74,LguJEK3j13,watch
69,0,73,2021-07-15 11:42:00,73,1.2326351,55.050003,3.4499998,yvnLQpR7nw,phone
70,0,73,2021-07-15 11:42:00,73,1.3702217,56.15,3.34,LguJEK3j13,watch
71,0,15,2021-07-15 11:43:00,15,1.3333334,11.36,0.7,yvnLQpR7nw,phone
72,0,17,2021-07-15 11:43:00,17,1.4444444,13.16,0.8,LguJEK3j13,watch
73,0,46,2021-07-15 11:44:00,46,1.2324028,34.580006,2.259999,yvnLQpR7nw,phone
74,0,48,2021-07-15 11:44:00,48,1.1388888,34.98,2.26,LguJEK3j13,watch
75,0,24,2021-07-15 11:45:00,24,1.2774619,18.21,1.18,yvnLQpR7nw,phone
76,0,41,2021-07-15 11:45:00,41,1.3333334,31.08,1.87,LguJEK3j13,watch
77,0,37,2021-07-15 11:51:00,37,1.3611112,28.21,1.74,yvnLQpR7nw,phone
78,0,14,2021-07-15 11:51:00,14,1.3055556,10.32,0.63,LguJEK3j13,watch
79,0,22,2021-07-15 11:52:00,22,1.2222222,16.51,1.05,yvnLQpR7nw,phone
80,0,44,2021-07-15 11:54:00,44,1.2650304,33.3,2.07,yvnLQpR7nw,phone
81,0,30,2021-07-15 11:54:00,30,1.4722222,23.5,1.31,LguJEK3j13,watch
82,0,6,2021-07-15 11:55:00,6,1.3055556,4.56,0.29,yvnLQpR7nw,phone
83,0,52,2021-07-15 11:55:00,52,1.1550267,38.27,2.34,LguJEK3j13,watch
84,0,17,2021-07-15 11:57:00,19,1.142722,14.15,0.90999997,yvnLQpR7nw,phone
85,0,14,2021-07-15 11:57:00,14,1.25,10.32,0.67,LguJEK3j13,watch
86,0,4,2021-07-15 11:58:00,4,1.2222222,2.99,0.17,LguJEK3j13,watch
87,0,2,2021-07-15 12:02:00,0,0.0,0.0,0.0,yvnLQpR7nw,phone
88,0,17,2021-07-15 12:06:00,17,1.2106551,12.73,0.8300001,yvnLQpR7nw,phone
89,0,10,2021-07-15 12:06:00,10,1.1944444,7.28,0.46,LguJEK3j13,watch
90,0,16,2021-07-15 12:07:00,16,1.1832747,12.030001,0.77000004,yvnLQpR7nw,phone
91,0,16,2021-07-15 12:07:00,16,1.2222222,12.030001,0.77000004,LguJEK3j13,watch
92,0,11,2021-07-15 12:08:00,11,1.0,7.94,0.53,yvnLQpR7nw,phone
93,0,12,2021-07-15 12:08:00,12,0.9444444,8.37,0.62,LguJEK3j13,watch
94,0,15,2021-07-15 12:09:00,15,1.1666666,11.18,0.75,yvnLQpR7nw,phone
95,0,21,2021-07-15 12:09:00,21,1.3333334,15.91,0.94,LguJEK3j13,watch
96,0,32,2021-07-15 12:11:00,32,1.2134882,23.98,1.5300001,yvnLQpR7nw,phone
97,0,36,2021-07-15 12:11:00,36,1.3055556,27.14,1.68,LguJEK3j13,watch
98,0,20,2021-07-15 12:20:00,20,1.1388888,14.8,0.97,LguJEK3j13,watch
99,0,16,2021-07-15 12:45:00,16,1.6111112,12.8,0.65,LguJEK3j13,watch
100,0,16,2021-07-15 12:54:00,16,1.1666666,11.87,0.75,yvnLQpR7nw,phone
101,0,28,2021-07-15 12:54:00,28,1.25,20.65,1.32,LguJEK3j13,watch
102,0,22,2021-07-15 12:57:00,22,1.0833334,16.1,1.08,yvnLQpR7nw,phone
103,0,31,2021-07-15 13:01:00,31,1.25,23.36,1.49,yvnLQpR7nw,phone
104,0,25,2021-07-15 13:01:00,25,1.2788684,18.96,1.03,LguJEK3j13,watch
105,0,25,2021-07-15 13:02:00,25,1.4022394,19.340004,1.22,yvnLQpR7nw,phone
106,0,29,2021-07-15 13:02:00,29,1.3798425,22.49,1.28,LguJEK3j13,watch
107,0,31,2021-07-15 13:03:00,31,1.3331105,23.660002,1.5399998,yvnLQpR7nw,phone
108,0,35,2021-07-15 13:03:00,35,1.256766,26.474,1.589,LguJEK3j13,watch
