,run_step,walk_step,timestamp,count,speed,distance,calorie,uuid,device
0,0,74,2021-07-15 08:02:00,92,1.5,70.24,3.76,HROkbW/l0l,phone
1,0,80,2021-07-15 08:02:00,88,1.5,65.11,3.42,rvEdt6YFDd,watch
2,0,66,2021-07-15 08:03:00,80,1.5277778,60.22,3.25,HROkbW/l0l,phone
3,0,76,2021-07-15 08:03:00,68,1.635109,49.77,2.689,rvEdt6YFDd,watch
4,0,13,2021-07-15 08:04:00,13,1.2777778,9.99,0.54,HROkbW/l0l,phone
5,0,19,2021-07-15 08:04:00,19,1.5277778,15.04,0.77,rvEdt6YFDd,watch
6,0,35,2021-07-15 08:13:00,35,1.4444444,27.0,1.48,HROkbW/l0l,phone
7,0,16,2021-07-15 08:13:00,16,1.3888888,12.24,0.65,rvEdt6YFDd,watch
8,0,35,2021-07-15 08:14:00,35,1.5833333,27.98,1.42,HROkbW/l0l,phone
9,0,29,2021-07-15 08:14:00,29,1.5555556,23.1,1.17,rvEdt6YFDd,watch
10,0,64,2021-07-15 08:15:00,64,1.5833334,50.97,2.6,HROkbW/l0l,phone
11,0,63,2021-07-15 08:15:00,63,1.6111112,50.75,2.52,rvEdt6YFDd,watch
12,0,66,2021-07-15 08:53:00,73,1.1466177,54.290024,3.1899989,HROkbW/l0l,phone
13,0,71,2021-07-15 08:53:00,71,1.1666666,51.45,3.11,rvEdt6YFDd,watch
14,0,36,2021-07-15 08:54:00,36,1.2471521,27.440004,1.44,HROkbW/l0l,phone
15,0,36,2021-07-15 08:54:00,36,1.2559525,27.404,1.44,rvEdt6YFDd,watch
16,0,17,2021-07-15 09:03:00,17,1.6666666,13.72,0.68,rvEdt6YFDd,watch
17,0,10,2021-07-15 09:04:00,10,1.9444444,8.36,0.41,rvEdt6YFDd,watch
18,0,52,2021-07-15 09:11:00,52,1.5,41.39,2.27,HROkbW/l0l,phone
19,0,42,2021-07-15 09:11:00,46,1.5277778,36.68,1.88,rvEdt6YFDd,watch
20,0,51,2021-07-15 09:12:00,78,1.5,53.58,4.59,HROkbW/l0l,phone
21,0,69,2021-07-15 09:12:00,65,1.4444444,44.63,2.97,rvEdt6YFDd,watch
22,0,8,2021-07-15 09:13:00,8,1.3888888,6.24,0.32,HROkbW/l0l,phone
23,0,7,2021-07-15 09:14:00,7,1.7222222,6.54,0.45,HROkbW/l0l,phone
24,0,23,2021-07-15 09:17:00,23,1.5437199,18.22,0.93,rvEdt6YFDd,watch
25,0,10,2021-07-15 09:18:00,10,1.8333334,8.2,0.41,rvEdt6YFDd,watch
26,1,10,2021-07-15 09:19:00,11,2.0833333,9.93,0.68,rvEdt6YFDd,watch
27,0,29,2021-07-15 09:20:00,29,1.4722222,22.93,1.19,HROkbW/l0l,phone
28,3,56,2021-07-15 09:20:00,59,1.5843898,47.32,2.43,rvEdt6YFDd,watch
29,0,20,2021-07-15 09:21:00,20,1.3579881,15.39,0.83,rvEdt6YFDd,watch
30,0,71,2021-07-15 09:24:00,74,1.5555556,58.8,3.01,HROkbW/l0l,phone
31,0,71,2021-07-15 09:24:00,71,1.5277778,48.48,2.82,rvEdt6YFDd,watch
32,0,32,2021-07-15 09:25:00,29,1.5277778,23.05,1.18,HROkbW/l0l,phone
33,0,34,2021-07-15 09:25:00,34,1.5555556,27.11,1.36,rvEdt6YFDd,watch
34,0,16,2021-07-15 10:10:00,16,1.3888888,12.67,0.69,HROkbW/l0l,phone
35,0,9,2021-07-15 10:11:00,9,1.2777778,6.88,0.39,HROkbW/l0l,phone
36,0,11,2021-07-15 10:11:00,11,1.4166666,8.6,0.44,rvEdt6YFDd,watch
37,0,15,2021-07-15 10:42:00,15,1.3055556,11.39,0.63,HROkbW/l0l,phone
38,0,15,2021-07-15 10:43:00,15,1.4444444,11.6,0.63,HROkbW/l0l,phone
39,0,13,2021-07-15 10:43:00,13,1.4444444,9.95,0.56,rvEdt6YFDd,watch
