,timestamp,device,uuid,speed,step,distance,calorie,hour,date,weekday
48,2021-07-20 10:05:00,phone,vIGKhHyw4I,0.444695,6,4.44,0.279881,10,2021-07-20,1
49,2021-07-20 18:08:00,phone,vIGKhHyw4I,1.283434,2,1.698356,0.05647,18,2021-07-20,1
50,2021-07-20 18:09:00,phone,vIGKhHyw4I,0.581793,26,18.861643,1.127842,18,2021-07-20,1
51,2021-07-20 18:15:00,phone,vIGKhHyw4I,0.789818,17,11.72,0.581529,18,2021-07-20,1
52,2021-07-20 18:16:00,phone,vIGKhHyw4I,0.280102,13,7.45,0.679092,18,2021-07-20,1
53,2021-07-20 18:18:00,phone,vIGKhHyw4I,0.864436,12,8.11,0.394155,18,2021-07-20,1
54,2021-07-20 18:40:00,phone,vIGKhHyw4I,0.517876,8,5.6,0.333116,18,2021-07-20,1
55,2021-07-20 22:59:00,phone,vIGKhHyw4I,0.808667,25,19.030001,0.968484,22,2021-07-20,1
56,2021-07-20 23:02:00,phone,vIGKhHyw4I,0.481129,13,10.17,0.676199,23,2021-07-20,1
57,2021-07-20 23:04:00,phone,vIGKhHyw4I,0.557539,26,19.34,1.173387,23,2021-07-20,1
58,2021-07-20 23:26:00,phone,vIGKhHyw4I,1.52657,17,12.395123,0.510597,23,2021-07-20,1
59,2021-07-20 23:27:00,phone,vIGKhHyw4I,0.174952,7,3.524877,0.458763,23,2021-07-20,1
60,2021-07-20 23:33:00,phone,vIGKhHyw4I,0.499163,16,11.05,0.720402,23,2021-07-20,1
61,2021-07-20 23:46:00,phone,vIGKhHyw4I,0.919349,51,37.720001,1.863702,23,2021-07-20,1
62,2021-07-21 01:35:00,phone,vIGKhHyw4I,0.830257,27,18.219999,0.897983,1,2021-07-21,2
63,2021-07-21 01:36:00,phone,vIGKhHyw4I,0.253209,2,1.708387,0.151833,1,2021-07-21,2
64,2021-07-21 01:37:00,phone,vIGKhHyw4I,1.072352,1,0.601613,0.0,1,2021-07-21,2
65,2021-07-21 01:39:00,phone,vIGKhHyw4I,0.140806,2,1.44,0.219052,1,2021-07-21,2
66,2021-07-21 01:43:00,phone,vIGKhHyw4I,0.24395,4,2.117123,0.200203,1,2021-07-21,2
67,2021-07-21 01:44:00,phone,vIGKhHyw4I,0.571264,2,0.642877,0.034927,1,2021-07-21,2
68,2021-07-21 01:52:00,phone,vIGKhHyw4I,0.792495,10,5.592691,0.291332,1,2021-07-21,2
69,2021-07-21 01:53:00,phone,vIGKhHyw4I,1.414747,8,6.822094,0.241768,1,2021-07-21,2
70,2021-07-21 01:54:00,phone,vIGKhHyw4I,0.61778,20,11.715215,0.654006,1,2021-07-21,2
71,2021-07-21 01:55:00,phone,vIGKhHyw4I,0.890579,28,19.65,0.980889,1,2021-07-21,2
72,2021-07-21 06:03:00,phone,vIGKhHyw4I,0.431727,10,7.1,0.491289,6,2021-07-21,2
73,2021-07-21 07:20:00,phone,vIGKhHyw4I,1.321533,14,10.555379,0.403356,7,2021-07-21,2
74,2021-07-21 07:21:00,phone,vIGKhHyw4I,0.322556,32,23.944622,2.027833,7,2021-07-21,2
75,2021-07-21 07:22:00,phone,vIGKhHyw4I,0.482406,23,17.58,1.16059,7,2021-07-21,2
76,2021-07-21 07:24:00,phone,vIGKhHyw4I,0.30855,20,17.76,1.537829,7,2021-07-21,2
77,2021-07-21 07:58:00,phone,vIGKhHyw4I,0.537435,10,7.0,0.440742,7,2021-07-21,2
78,2021-07-21 09:28:00,phone,bZztH/XwYd,1.472222,13,9.98,0.48,9,2021-07-21,2
79,2021-07-21 09:29:00,phone,bZztH/XwYd,1.25,16,11.77,0.56,9,2021-07-21,2
80,2021-07-21 18:01:00,phone,vIGKhHyw4I,0.297399,7,3.939673,0.346348,18,2021-07-21,2
81,2021-07-21 18:02:00,phone,vIGKhHyw4I,1.117725,15,9.990327,0.411656,18,2021-07-21,2
82,2021-07-21 18:05:00,phone,vIGKhHyw4I,1.029908,35,22.620001,1.024811,18,2021-07-21,2
83,2021-07-21 18:45:00,phone,vIGKhHyw4I,0.681257,8,5.68,0.306031,18,2021-07-21,2
84,2021-07-21 20:19:00,phone,vIGKhHyw4I,0.646187,8,5.92,0.334737,20,2021-07-21,2
85,2021-07-21 21:29:00,phone,vIGKhHyw4I,1.01012,104,69.949654,3.325935,21,2021-07-21,2
86,2021-07-21 21:30:00,phone,vIGKhHyw4I,1.127068,104,67.916405,3.104378,21,2021-07-21,2
87,2021-07-21 21:31:00,phone,vIGKhHyw4I,1.287257,107,77.128441,3.338537,21,2021-07-21,2
88,2021-07-21 21:32:00,phone,vIGKhHyw4I,1.560022,108,93.181557,3.825354,21,2021-07-21,2
89,2021-07-21 21:33:00,phone,vIGKhHyw4I,1.585688,76,75.695312,3.083806,21,2021-07-21,2
90,2021-07-21 21:35:00,phone,vIGKhHyw4I,1.195471,40,29.85,1.291412,21,2021-07-21,2
91,2021-07-21 21:46:00,phone,vIGKhHyw4I,0.379528,23,13.12,0.990303,21,2021-07-21,2
92,2021-07-21 21:48:00,phone,vIGKhHyw4I,0.881579,16,12.0,0.576077,21,2021-07-21,2
93,2021-07-21 22:06:00,phone,vIGKhHyw4I,0.782522,24,12.4,0.619757,22,2021-07-21,2
94,2021-07-22 00:35:00,phone,vIGKhHyw4I,0.269327,15,8.975202,0.851168,0,2021-07-22,3
95,2021-07-22 00:36:00,phone,vIGKhHyw4I,1.023247,85,61.105766,2.867344,0,2021-07-22,3
96,2021-07-22 00:37:00,phone,vIGKhHyw4I,1.435688,109,86.16021,3.664523,0,2021-07-22,3
